Product_ID,Product_Name,Category,Sub_Category,Brand,Gender,Size_Available,Color,Texture,Material_Quality,Trend_Tag,Price,Discount_Percent,Accessories_Match,Brand_Ambassador,Season,Launch_Year,In_Stock,Ratings
MTR10566,Formal Sandals,Topwear,Sneakers,U.S. Polo Assn.,Women,Free Size,Beige,Soft,Eco-Friendly,Boho,3943,30%,Watch,Virat Kohli,Summer,2023,No,3.5
MTR10567,Casual Hoodies,Winterwear,Shirts,Biba,Men,"S, M, L, XL",Pastel Green,Glossy,Premium,Streetwear,2290,15%,Watch,None,Winter,2024,Yes,4.6
MTR10568,Formal Sandals,Ethnic,Tracks,Levi’s,Unisex,"M, L, XL",Yellow,Matte,Premium,Minimalist,4297,10%,Silver Jhumkas,None,Winter,2025,Yes,4.2
MTR10569,Sporty T-Shirt,Ethnic,Scarves,H&M,Unisex,UK 6–11,Red,Glossy,Premium,Athleisure,3737,30%,Cap,Kareena Kapoor,Winter,2025,Yes,5.0
MTR10570,Casual Sneakers,Bottomwear,Blazers,H&M,Men,Free Size,Olive,Soft,Recycled,Boho,1472,20%,Silver Jhumkas,None,All Season,2025,Yes,4.5
MTR10571,Graphic Sandals,Bottomwear,Jeans,Nike,Women,"XS, S, M, L",Pink,Ribbed,Premium,Retro,4792,10%,Silver Jhumkas,Ranveer Singh,All Season,2025,No,4.9
MTR10572,Slim Fit Jeans,Bottomwear,Jeans,Puma,Unisex,"S, M, L, XL",White,Glossy,Premium,Streetwear,1998,30%,Leather Belt,None,Winter,2023,No,4.5
MTR10573,Formal Kurtis,Ethnic,T-Shirt,Allen Solly,Women,"M, L, XL",Beige,Ribbed,Standard,Athleisure,4649,25%,Watch,Virat Kohli,Winter,2023,No,4.2
MTR10574,Formal Shirts,Accessories,Sneakers,U.S. Polo Assn.,Women,"S, M, L, XL",Olive,Soft,Premium,Streetwear,1549,30%,Statement Brooch,Virat Kohli,Summer,2024,Yes,3.7
MTR10575,Floral Hoodies,Ethnic,T-Shirt,Nike,Men,"M, L, XL",Pink,Soft,Premium,Y2K,1441,15%,Statement Brooch,Kiara Advani,Winter,2025,Yes,3.9
MTR10576,Printed Kurtis,Winterwear,Blazers,Allen Solly,Unisex,UK 6–11,White,Rough,Eco-Friendly,Streetwear,3258,20%,Statement Brooch,None,Winter,2023,No,4.6
MTR10577,Floral Sandals,Ethnic,Hoodies,Puma,Men,UK 6–11,Navy Blue,Glossy,Recycled,Athleisure,4796,20%,Sports Socks,Kiara Advani,Summer,2024,No,5.0
MTR10578,Floral T-Shirt,Footwear,Jeans,Levi’s,Women,UK 6–11,Navy Blue,Smooth,Recycled,Minimalist,5761,30%,Watch,Ranveer Singh,All Season,2023,Yes,3.6
MTR10579,Floral Shirts,Footwear,Jeans,Roadster,Unisex,UK 6–11,Navy Blue,Textured,Eco-Friendly,Minimalist,1670,25%,Sunglasses,Virat Kohli,Summer,2024,No,4.0
MTR10580,Casual Scarves,Ethnic,T-Shirt,Levi’s,Women,Free Size,Pink,Soft,Standard,Retro,5294,15%,Watch,Ranveer Singh,Summer,2023,Yes,4.2
MTR10581,Floral Shirts,Bottomwear,Scarves,Puma,Women,UK 6–11,White,Matte,Eco-Friendly,Boho,735,15%,Cap,Kiara Advani,All Season,2023,Yes,5.0
MTR10582,Casual Tracks,Accessories,Sandals,Nike,Unisex,Free Size,Red,Ribbed,Premium,Streetwear,5808,10%,Cap,Kareena Kapoor,All Season,2023,Yes,4.2
MTR10583,Formal Hoodies,Bottomwear,Sandals,U.S. Polo Assn.,Men,Free Size,Pastel Green,Smooth,Eco-Friendly,Retro,4235,15%,Sunglasses,None,Summer,2025,No,4.8
MTR10584,Casual Hoodies,Topwear,Shirts,Nike,Women,"XS, S, M, L",White,Soft,Recycled,Boho,4888,10%,Sports Socks,Virat Kohli,All Season,2025,No,3.7
MTR10585,Sporty T-Shirt,Topwear,Blazers,Roadster,Men,"M, L, XL",White,Textured,Standard,Minimalist,1091,30%,Leather Belt,Ranveer Singh,All Season,2024,No,4.0
MTR10586,Casual Sandals,Topwear,Scarves,Biba,Men,"S, M, L, XL",Pastel Green,Matte,Premium,Athleisure,4037,30%,Cap,Kareena Kapoor,Winter,2024,Yes,4.7
MTR10587,Formal Sneakers,Bottomwear,Shirts,Biba,Men,"S, M, L, XL",Olive,Matte,Recycled,Athleisure,4895,30%,Watch,Kareena Kapoor,Winter,2025,Yes,4.1
MTR10588,Printed Shirts,Topwear,Scarves,Puma,Men,"M, L, XL",Red,Rough,Recycled,Retro,3984,15%,Sports Socks,None,Summer,2024,No,3.8
MTR10589,Formal Hoodies,Accessories,Hoodies,Roadster,Women,"XS, S, M, L",Olive,Glossy,Standard,Athleisure,1017,30%,Sports Socks,None,Summer,2025,Yes,4.5
MTR10590,Basic Hoodies,Topwear,Shirts,U.S. Polo Assn.,Men,UK 6–11,Black,Ribbed,Eco-Friendly,Retro,2798,15%,Leather Belt,Kiara Advani,Winter,2025,No,4.8
MTR10591,Graphic Shirts,Winterwear,Sneakers,U.S. Polo Assn.,Men,UK 6–11,Red,Rough,Eco-Friendly,Boho,2823,25%,Watch,Kareena Kapoor,Summer,2024,Yes,4.3
MTR10592,Graphic Kurtis,Topwear,T-Shirt,Allen Solly,Unisex,UK 6–11,Grey,Rough,Recycled,Athleisure,5707,30%,Watch,Virat Kohli,All Season,2023,No,4.8
MTR10593,Casual Kurtis,Ethnic,Shirts,Adidas,Unisex,"XS, S, M, L",Beige,Textured,Premium,Streetwear,3889,30%,Leather Belt,None,Summer,2025,Yes,4.0
MTR10594,Basic Scarves,Topwear,Hoodies,U.S. Polo Assn.,Men,UK 6–11,Navy Blue,Rough,Eco-Friendly,Retro,5333,30%,Sunglasses,Deepika Padukone,Summer,2023,No,3.8
MTR10595,Printed T-Shirt,Accessories,Scarves,Biba,Men,"XS, S, M, L",Navy Blue,Ribbed,Standard,Y2K,3184,15%,Statement Brooch,None,All Season,2025,No,4.9
MTR10596,Floral Blazers,Ethnic,Shirts,Puma,Men,Free Size,Yellow,Matte,Recycled,Minimalist,1272,15%,Leather Belt,Virat Kohli,Summer,2025,No,4.5
MTR10597,Printed Jeans,Topwear,Sneakers,Biba,Men,"M, L, XL",Pink,Matte,Premium,Retro,4163,30%,Silver Jhumkas,Virat Kohli,All Season,2024,Yes,3.7
MTR10598,Basic Shirts,Footwear,Hoodies,U.S. Polo Assn.,Women,"M, L, XL",Grey,Glossy,Recycled,Athleisure,1378,30%,Leather Belt,None,Summer,2024,Yes,3.8
MTR10599,Basic Shirts,Footwear,Sandals,Biba,Women,"M, L, XL",White,Rough,Standard,Retro,4292,15%,Sports Socks,Kareena Kapoor,Summer,2024,No,4.4
MTR10600,Floral Sneakers,Winterwear,Tracks,Nike,Men,"S, M, L, XL",Pastel Green,Matte,Recycled,Minimalist,3459,10%,Statement Brooch,Ranveer Singh,Summer,2023,Yes,4.0
MTR10601,Basic Jeans,Winterwear,Kurtis,Zara,Women,UK 6–11,Pastel Green,Rough,Standard,Streetwear,3842,15%,Leather Belt,Deepika Padukone,All Season,2024,No,3.6
MTR10602,Sporty Jeans,Accessories,Shirts,H&M,Unisex,Free Size,White,Matte,Premium,Athleisure,4442,20%,Cap,Kiara Advani,Winter,2023,No,3.9
MTR10603,Casual Blazers,Topwear,Sandals,Roadster,Unisex,Free Size,Yellow,Glossy,Eco-Friendly,Retro,4195,15%,Silver Jhumkas,Virat Kohli,Winter,2023,No,4.9
MTR10604,Casual Sneakers,Accessories,Hoodies,Nike,Unisex,UK 6–11,Yellow,Smooth,Premium,Boho,2497,20%,Silver Jhumkas,None,Winter,2023,No,4.4
MTR10605,Graphic T-Shirt,Topwear,Hoodies,Roadster,Men,Free Size,Pastel Green,Rough,Standard,Boho,2538,10%,Sports Socks,Kiara Advani,Winter,2025,No,4.9
MTR10606,Floral Tracks,Winterwear,Blazers,U.S. Polo Assn.,Men,Free Size,Yellow,Textured,Recycled,Minimalist,1646,20%,Sports Socks,Virat Kohli,Winter,2024,No,4.2
MTR10607,Casual Blazers,Accessories,Tracks,Levi’s,Women,Free Size,White,Smooth,Eco-Friendly,Boho,1196,30%,Watch,Virat Kohli,All Season,2024,No,4.3
MTR10608,Floral Sneakers,Footwear,Hoodies,Nike,Women,"XS, S, M, L",Beige,Matte,Eco-Friendly,Retro,1891,25%,Sunglasses,Virat Kohli,Winter,2024,Yes,3.9
MTR10609,Formal Tracks,Footwear,Kurtis,Adidas,Women,UK 6–11,Beige,Smooth,Eco-Friendly,Y2K,3882,25%,Sports Socks,Kareena Kapoor,All Season,2024,Yes,5.0
MTR10610,Casual Sneakers,Topwear,Sneakers,Levi’s,Men,UK 6–11,Yellow,Soft,Eco-Friendly,Athleisure,5526,20%,Cap,Kareena Kapoor,Winter,2024,No,4.4
MTR10611,Formal T-Shirt,Bottomwear,T-Shirt,Allen Solly,Men,Free Size,Pastel Green,Smooth,Premium,Retro,1685,15%,Silver Jhumkas,None,All Season,2025,Yes,4.9
MTR10612,Formal Blazers,Winterwear,Shirts,Adidas,Unisex,"M, L, XL",Red,Matte,Standard,Y2K,2564,10%,Leather Belt,Deepika Padukone,Summer,2025,No,4.3
MTR10613,Floral Tracks,Bottomwear,Shirts,U.S. Polo Assn.,Unisex,"XS, S, M, L",Pink,Textured,Standard,Y2K,3470,10%,Leather Belt,Ranveer Singh,Winter,2024,No,3.7
MTR10614,Casual Tracks,Ethnic,Jeans,Allen Solly,Men,UK 6–11,Grey,Glossy,Recycled,Athleisure,512,25%,Watch,Deepika Padukone,Winter,2025,No,4.4
MTR10615,Floral Shirts,Winterwear,Scarves,Puma,Men,UK 6–11,Pink,Matte,Recycled,Retro,1976,30%,Watch,Ranveer Singh,All Season,2025,Yes,4.2
MTR10616,Sporty Kurtis,Bottomwear,Scarves,Levi’s,Women,"XS, S, M, L",Beige,Textured,Recycled,Minimalist,4125,30%,Sunglasses,Ranveer Singh,Summer,2023,No,4.9
MTR10617,Floral Blazers,Topwear,Kurtis,Adidas,Unisex,"S, M, L, XL",Yellow,Matte,Eco-Friendly,Y2K,3106,15%,Sunglasses,None,Winter,2024,No,3.6
MTR10618,Floral Jeans,Ethnic,Hoodies,Roadster,Unisex,"XS, S, M, L",Navy Blue,Soft,Eco-Friendly,Minimalist,5933,10%,Statement Brooch,Kareena Kapoor,Winter,2025,No,4.5
MTR10619,Slim Fit Hoodies,Bottomwear,Shirts,Biba,Men,"XS, S, M, L",Pink,Soft,Premium,Minimalist,2230,10%,Sunglasses,None,All Season,2024,Yes,4.0
MTR10620,Slim Fit Kurtis,Ethnic,Kurtis,U.S. Polo Assn.,Men,"S, M, L, XL",Black,Glossy,Recycled,Athleisure,3628,30%,Cap,Ranveer Singh,Summer,2023,No,4.5
MTR10621,Formal Scarves,Bottomwear,Blazers,Levi’s,Unisex,"XS, S, M, L",Beige,Soft,Standard,Athleisure,1733,25%,Sports Socks,Kiara Advani,All Season,2023,Yes,3.8
MTR10622,Formal Hoodies,Footwear,Tracks,Allen Solly,Men,"M, L, XL",Navy Blue,Ribbed,Eco-Friendly,Streetwear,4028,25%,Statement Brooch,None,Summer,2023,No,4.5
MTR10623,Slim Fit Hoodies,Bottomwear,Sandals,H&M,Men,"S, M, L, XL",Pastel Green,Soft,Premium,Retro,2565,10%,Sports Socks,Kareena Kapoor,Summer,2025,No,4.7
MTR10624,Sporty Jeans,Accessories,T-Shirt,Allen Solly,Unisex,"M, L, XL",Pink,Smooth,Eco-Friendly,Boho,3981,30%,Sports Socks,Kareena Kapoor,All Season,2024,No,3.7
MTR10625,Formal Jeans,Bottomwear,Kurtis,Biba,Men,"XS, S, M, L",Grey,Ribbed,Premium,Boho,604,20%,Cap,Kiara Advani,Winter,2023,Yes,4.5
MTR10626,Printed Hoodies,Bottomwear,Hoodies,H&M,Men,Free Size,Yellow,Matte,Premium,Streetwear,3130,30%,Watch,Kiara Advani,All Season,2023,No,4.6
MTR10627,Slim Fit T-Shirt,Topwear,Hoodies,Biba,Unisex,Free Size,Navy Blue,Textured,Recycled,Y2K,3190,30%,Cap,Ranveer Singh,Summer,2024,Yes,4.5
MTR10628,Graphic Jeans,Ethnic,Scarves,H&M,Unisex,"XS, S, M, L",Beige,Glossy,Eco-Friendly,Athleisure,4970,30%,Watch,Deepika Padukone,Summer,2025,No,3.9
MTR10629,Graphic Hoodies,Ethnic,Tracks,Allen Solly,Women,UK 6–11,Grey,Textured,Premium,Retro,5379,30%,Leather Belt,Kareena Kapoor,Winter,2023,No,5.0
MTR10630,Printed Tracks,Footwear,Blazers,Levi’s,Unisex,"XS, S, M, L",Olive,Matte,Premium,Boho,5372,10%,Cap,Ranveer Singh,All Season,2024,No,3.6
MTR10631,Sporty Shirts,Accessories,Jeans,Levi’s,Women,"XS, S, M, L",Navy Blue,Soft,Recycled,Retro,2361,20%,Watch,Ranveer Singh,Summer,2023,Yes,3.7
MTR10632,Graphic Shirts,Footwear,Jeans,Puma,Unisex,"S, M, L, XL",Olive,Matte,Premium,Retro,5891,25%,Statement Brooch,Kareena Kapoor,All Season,2024,Yes,3.7
MTR10633,Sporty Jeans,Topwear,Sandals,U.S. Polo Assn.,Men,"M, L, XL",Navy Blue,Smooth,Standard,Boho,2126,30%,Sports Socks,Ranveer Singh,All Season,2025,Yes,4.2
MTR10634,Casual Tracks,Topwear,Jeans,Puma,Unisex,Free Size,Navy Blue,Glossy,Standard,Boho,3915,25%,Watch,Ranveer Singh,Summer,2023,Yes,4.3
MTR10635,Printed Scarves,Bottomwear,Sneakers,Allen Solly,Unisex,"S, M, L, XL",Navy Blue,Smooth,Recycled,Streetwear,4505,15%,Watch,Kiara Advani,Summer,2025,No,4.0
MTR10636,Casual Kurtis,Footwear,Scarves,Allen Solly,Unisex,"M, L, XL",Olive,Soft,Premium,Streetwear,736,15%,Silver Jhumkas,Deepika Padukone,Summer,2025,No,4.4
MTR10637,Slim Fit Blazers,Ethnic,Jeans,Biba,Women,"S, M, L, XL",Navy Blue,Rough,Standard,Y2K,1803,20%,Statement Brooch,Kiara Advani,Winter,2023,No,4.9
MTR10638,Formal Scarves,Winterwear,Hoodies,H&M,Men,"XS, S, M, L",Pink,Rough,Premium,Retro,4106,30%,Cap,Ranveer Singh,All Season,2025,Yes,4.3
MTR10639,Sporty T-Shirt,Bottomwear,T-Shirt,Allen Solly,Men,"M, L, XL",Beige,Smooth,Recycled,Minimalist,1805,15%,Statement Brooch,Ranveer Singh,All Season,2023,Yes,4.0
MTR10640,Formal Tracks,Accessories,Sneakers,Zara,Men,"M, L, XL",Grey,Textured,Eco-Friendly,Minimalist,1605,30%,Silver Jhumkas,Ranveer Singh,Winter,2023,Yes,4.7
MTR10641,Formal Tracks,Topwear,Hoodies,U.S. Polo Assn.,Women,Free Size,White,Ribbed,Premium,Retro,4108,25%,Cap,Virat Kohli,All Season,2024,Yes,4.7
MTR10642,Slim Fit Scarves,Footwear,Sandals,Nike,Men,UK 6–11,Olive,Smooth,Standard,Boho,3192,20%,Watch,Deepika Padukone,All Season,2025,Yes,4.2
MTR10643,Basic Blazers,Ethnic,Tracks,U.S. Polo Assn.,Unisex,"S, M, L, XL",Yellow,Matte,Eco-Friendly,Boho,518,15%,Sunglasses,Ranveer Singh,Winter,2024,Yes,4.8
MTR10644,Slim Fit Blazers,Ethnic,Sneakers,Allen Solly,Unisex,UK 6–11,Black,Glossy,Eco-Friendly,Streetwear,1124,20%,Statement Brooch,None,Winter,2024,No,3.5
MTR10645,Graphic Hoodies,Footwear,Kurtis,Adidas,Men,"S, M, L, XL",Pink,Soft,Standard,Boho,4281,10%,Watch,None,Winter,2025,Yes,3.9
MTR10646,Printed Blazers,Winterwear,Hoodies,Zara,Women,"S, M, L, XL",Navy Blue,Textured,Standard,Retro,3992,25%,Statement Brooch,Kiara Advani,Summer,2024,Yes,4.3
MTR10647,Casual Scarves,Accessories,Jeans,Adidas,Women,Free Size,Olive,Smooth,Eco-Friendly,Retro,1025,15%,Sports Socks,Ranveer Singh,Summer,2024,Yes,3.6
MTR10648,Basic Sandals,Accessories,Shirts,Nike,Men,"M, L, XL",Pastel Green,Glossy,Standard,Retro,4813,15%,Cap,Ranveer Singh,All Season,2025,No,4.3
MTR10649,Sporty Hoodies,Accessories,Sneakers,Adidas,Men,"S, M, L, XL",Red,Soft,Eco-Friendly,Boho,1505,30%,Sports Socks,Virat Kohli,All Season,2023,Yes,4.1
MTR10650,Casual Hoodies,Footwear,Sneakers,Puma,Unisex,Free Size,Pastel Green,Matte,Standard,Athleisure,5615,10%,Leather Belt,Kiara Advani,All Season,2024,Yes,4.0
MTR10651,Sporty Tracks,Bottomwear,T-Shirt,H&M,Unisex,Free Size,Black,Glossy,Recycled,Retro,1364,15%,Sunglasses,Ranveer Singh,Winter,2023,Yes,4.9
MTR10652,Graphic Hoodies,Winterwear,Kurtis,Adidas,Unisex,UK 6–11,White,Textured,Premium,Athleisure,3617,25%,Silver Jhumkas,Kareena Kapoor,Summer,2025,No,4.4
MTR10653,Sporty Sandals,Bottomwear,Tracks,Adidas,Unisex,UK 6–11,Yellow,Matte,Standard,Athleisure,5542,10%,Sports Socks,Ranveer Singh,Winter,2025,Yes,4.0
MTR10654,Formal Sandals,Footwear,Tracks,Zara,Women,"XS, S, M, L",Grey,Smooth,Premium,Boho,1665,20%,Statement Brooch,Deepika Padukone,Winter,2023,Yes,4.0
MTR10655,Basic Tracks,Ethnic,Tracks,Allen Solly,Women,"M, L, XL",Black,Soft,Premium,Minimalist,5260,10%,Leather Belt,Deepika Padukone,Winter,2024,No,3.7
MTR10656,Sporty Scarves,Winterwear,Blazers,Allen Solly,Men,UK 6–11,Grey,Soft,Premium,Minimalist,2596,15%,Sports Socks,Deepika Padukone,Summer,2025,Yes,4.9
MTR10657,Printed T-Shirt,Footwear,Sandals,Adidas,Men,UK 6–11,Red,Ribbed,Premium,Streetwear,2050,20%,Silver Jhumkas,Virat Kohli,All Season,2025,No,4.8
MTR10658,Floral Scarves,Footwear,Tracks,Nike,Men,Free Size,Yellow,Soft,Premium,Retro,3160,30%,Silver Jhumkas,Kiara Advani,All Season,2024,Yes,3.5
MTR10659,Sporty Hoodies,Bottomwear,Jeans,Biba,Men,UK 6–11,Black,Ribbed,Recycled,Minimalist,4449,30%,Sports Socks,Kareena Kapoor,Winter,2024,No,3.6
MTR10660,Printed Hoodies,Accessories,Kurtis,Puma,Men,UK 6–11,Black,Soft,Eco-Friendly,Retro,1233,30%,Statement Brooch,Kiara Advani,All Season,2023,No,4.9
MTR10661,Basic Sandals,Footwear,Kurtis,Nike,Unisex,"S, M, L, XL",Yellow,Soft,Eco-Friendly,Boho,3578,20%,Leather Belt,Kareena Kapoor,Winter,2023,Yes,3.8
MTR10662,Graphic Blazers,Bottomwear,Shirts,Puma,Men,"M, L, XL",Black,Soft,Eco-Friendly,Retro,5183,10%,Statement Brooch,Deepika Padukone,Winter,2024,Yes,3.6
MTR10663,Printed Sandals,Footwear,Sneakers,Nike,Men,"S, M, L, XL",Navy Blue,Ribbed,Standard,Boho,3452,30%,Cap,Kareena Kapoor,Summer,2024,Yes,4.9
MTR10664,Sporty Sandals,Topwear,Jeans,Puma,Unisex,"M, L, XL",Black,Glossy,Standard,Minimalist,1297,25%,Leather Belt,Virat Kohli,Summer,2025,No,4.2
MTR10665,Graphic T-Shirt,Topwear,T-Shirt,Adidas,Women,"S, M, L, XL",White,Rough,Eco-Friendly,Retro,2804,10%,Cap,Virat Kohli,Summer,2024,No,4.0
MTR10666,Printed Hoodies,Bottomwear,Scarves,Biba,Men,UK 6–11,Navy Blue,Ribbed,Premium,Retro,2663,30%,Leather Belt,Virat Kohli,Summer,2025,Yes,4.1
MTR10667,Printed Tracks,Accessories,Blazers,Roadster,Unisex,"XS, S, M, L",Pink,Smooth,Standard,Y2K,5570,15%,Leather Belt,None,Summer,2024,No,4.6
MTR10668,Formal Sandals,Ethnic,T-Shirt,Biba,Unisex,"XS, S, M, L",Beige,Matte,Eco-Friendly,Retro,2303,25%,Cap,Kareena Kapoor,All Season,2023,No,4.9
MTR10669,Floral Sneakers,Bottomwear,Sneakers,Roadster,Unisex,"M, L, XL",White,Textured,Premium,Y2K,5120,10%,Sports Socks,None,Summer,2023,Yes,3.7
MTR10670,Graphic Blazers,Topwear,Jeans,Adidas,Men,"M, L, XL",Yellow,Rough,Standard,Minimalist,5132,10%,Sunglasses,Ranveer Singh,All Season,2023,No,3.6
MTR10671,Printed Hoodies,Winterwear,Sneakers,Allen Solly,Unisex,"S, M, L, XL",Pink,Soft,Premium,Athleisure,4029,25%,Leather Belt,None,Winter,2024,No,4.6
MTR10672,Printed Blazers,Winterwear,Scarves,Puma,Men,"M, L, XL",Red,Glossy,Recycled,Streetwear,2589,10%,Sunglasses,None,All Season,2025,Yes,4.5
MTR10673,Casual Kurtis,Ethnic,Jeans,Levi’s,Unisex,"M, L, XL",Pastel Green,Glossy,Standard,Athleisure,2876,30%,Cap,None,Winter,2023,No,3.6
MTR10674,Printed Hoodies,Topwear,Tracks,Nike,Unisex,Free Size,Pastel Green,Matte,Eco-Friendly,Athleisure,3127,25%,Silver Jhumkas,Kiara Advani,Winter,2024,No,4.3
MTR10675,Sporty T-Shirt,Ethnic,Hoodies,Nike,Men,"M, L, XL",Yellow,Ribbed,Eco-Friendly,Athleisure,1132,30%,Watch,Kareena Kapoor,Winter,2024,Yes,4.3
MTR10676,Floral T-Shirt,Winterwear,Kurtis,Biba,Unisex,"S, M, L, XL",Red,Matte,Standard,Athleisure,1324,30%,Leather Belt,Deepika Padukone,All Season,2024,Yes,4.7
MTR10677,Slim Fit Hoodies,Bottomwear,Kurtis,Biba,Unisex,"S, M, L, XL",White,Smooth,Eco-Friendly,Minimalist,5829,15%,Watch,Deepika Padukone,All Season,2024,No,4.9
MTR10678,Basic Sandals,Winterwear,Sandals,Biba,Unisex,"M, L, XL",Pink,Ribbed,Recycled,Athleisure,4211,20%,Silver Jhumkas,None,All Season,2024,Yes,4.8
MTR10679,Printed Shirts,Ethnic,T-Shirt,Levi’s,Unisex,"M, L, XL",Yellow,Smooth,Recycled,Boho,4858,15%,Silver Jhumkas,Kiara Advani,Summer,2023,No,3.6
MTR10680,Slim Fit Blazers,Footwear,Hoodies,Roadster,Unisex,"S, M, L, XL",Olive,Soft,Standard,Minimalist,2471,15%,Sports Socks,Kareena Kapoor,Winter,2023,Yes,4.1
MTR10681,Casual Hoodies,Bottomwear,Kurtis,U.S. Polo Assn.,Women,Free Size,Navy Blue,Matte,Recycled,Athleisure,3460,15%,Statement Brooch,Virat Kohli,Summer,2024,Yes,3.7
MTR10682,Casual Hoodies,Footwear,Tracks,Puma,Men,"S, M, L, XL",Navy Blue,Ribbed,Recycled,Y2K,5077,10%,Sunglasses,Virat Kohli,All Season,2023,Yes,3.5
MTR10683,Printed Scarves,Topwear,Sandals,Biba,Men,"XS, S, M, L",Pastel Green,Soft,Recycled,Minimalist,2715,10%,Sports Socks,Kiara Advani,Summer,2025,Yes,4.0
MTR10684,Graphic Blazers,Topwear,Shirts,Roadster,Women,"XS, S, M, L",Red,Textured,Standard,Minimalist,4390,25%,Watch,None,All Season,2025,Yes,4.0
MTR10685,Graphic Sandals,Accessories,Scarves,H&M,Women,UK 6–11,Black,Glossy,Eco-Friendly,Retro,4439,20%,Watch,Kiara Advani,Summer,2023,No,3.7
MTR10686,Floral Jeans,Winterwear,Shirts,Puma,Women,"XS, S, M, L",White,Matte,Premium,Boho,3582,25%,Sports Socks,Deepika Padukone,All Season,2023,No,4.4
MTR10687,Basic Jeans,Bottomwear,Shirts,Allen Solly,Women,UK 6–11,Pink,Smooth,Premium,Minimalist,2680,30%,Silver Jhumkas,Kareena Kapoor,All Season,2025,No,3.9
MTR10688,Slim Fit Blazers,Winterwear,T-Shirt,Puma,Unisex,"XS, S, M, L",Red,Rough,Eco-Friendly,Minimalist,5621,10%,Cap,Deepika Padukone,Winter,2023,Yes,3.6
MTR10689,Casual Blazers,Accessories,Sneakers,H&M,Women,UK 6–11,Navy Blue,Rough,Standard,Streetwear,4302,10%,Leather Belt,Kareena Kapoor,Winter,2025,No,4.6
MTR10690,Casual Hoodies,Footwear,Tracks,Puma,Men,"S, M, L, XL",Yellow,Ribbed,Premium,Athleisure,3178,30%,Silver Jhumkas,Deepika Padukone,Winter,2024,No,4.4
MTR10691,Slim Fit Sandals,Topwear,Sneakers,Adidas,Women,Free Size,Red,Textured,Recycled,Minimalist,932,10%,Silver Jhumkas,None,All Season,2025,No,4.8
MTR10692,Graphic Scarves,Ethnic,Tracks,Puma,Women,UK 6–11,Pastel Green,Ribbed,Recycled,Retro,4487,20%,Leather Belt,Virat Kohli,Summer,2023,Yes,4.9
MTR10693,Printed Shirts,Bottomwear,Shirts,Zara,Women,Free Size,Grey,Soft,Standard,Y2K,4146,30%,Watch,Ranveer Singh,Summer,2024,Yes,4.8
MTR10694,Casual Shirts,Bottomwear,T-Shirt,U.S. Polo Assn.,Unisex,Free Size,White,Textured,Recycled,Athleisure,840,25%,Silver Jhumkas,Kareena Kapoor,All Season,2025,No,4.7
MTR10695,Floral Shirts,Topwear,Hoodies,Biba,Men,Free Size,Yellow,Matte,Recycled,Minimalist,1734,10%,Leather Belt,None,All Season,2023,Yes,3.7
MTR10696,Graphic Tracks,Topwear,Shirts,Levi’s,Unisex,"S, M, L, XL",Yellow,Textured,Premium,Retro,3179,25%,Silver Jhumkas,None,Summer,2025,Yes,3.8
MTR10697,Graphic Hoodies,Footwear,Blazers,Roadster,Unisex,"S, M, L, XL",Grey,Textured,Eco-Friendly,Streetwear,5078,20%,Cap,Virat Kohli,Summer,2024,Yes,4.9
MTR10698,Sporty Blazers,Bottomwear,Tracks,Levi’s,Unisex,"S, M, L, XL",Pink,Glossy,Standard,Y2K,3889,25%,Sunglasses,None,Winter,2024,No,4.9
MTR10699,Graphic Shirts,Topwear,Shirts,Roadster,Men,"XS, S, M, L",Pink,Matte,Eco-Friendly,Streetwear,2715,30%,Cap,Kareena Kapoor,Summer,2024,Yes,3.8
MTR10700,Basic Shirts,Bottomwear,Sneakers,U.S. Polo Assn.,Men,UK 6–11,Yellow,Textured,Premium,Athleisure,5078,20%,Sunglasses,Virat Kohli,Summer,2025,Yes,4.6
MTR10701,Graphic Jeans,Ethnic,Hoodies,Zara,Men,"M, L, XL",Navy Blue,Ribbed,Standard,Retro,3145,10%,Statement Brooch,Kareena Kapoor,All Season,2023,No,3.8
MTR10702,Casual Tracks,Ethnic,Sneakers,Allen Solly,Women,"S, M, L, XL",Beige,Rough,Premium,Minimalist,2561,30%,Sunglasses,Virat Kohli,Summer,2025,Yes,3.9
MTR10703,Basic Blazers,Winterwear,Hoodies,Puma,Men,Free Size,Navy Blue,Rough,Eco-Friendly,Streetwear,2151,15%,Silver Jhumkas,None,Winter,2023,Yes,4.5
MTR10704,Sporty Sandals,Accessories,Kurtis,U.S. Polo Assn.,Unisex,"XS, S, M, L",Red,Ribbed,Eco-Friendly,Athleisure,1005,30%,Sunglasses,None,Winter,2024,Yes,4.9
MTR10705,Graphic Sneakers,Ethnic,Blazers,Biba,Women,"S, M, L, XL",Beige,Smooth,Premium,Athleisure,3472,15%,Statement Brooch,None,Winter,2024,No,3.7
MTR10706,Graphic Shirts,Footwear,Sandals,Zara,Unisex,"XS, S, M, L",Beige,Rough,Standard,Y2K,2992,20%,Sunglasses,Kareena Kapoor,Winter,2025,No,4.6
MTR10707,Basic Shirts,Winterwear,Kurtis,Roadster,Women,"S, M, L, XL",Red,Soft,Recycled,Retro,4199,10%,Sports Socks,Kiara Advani,Summer,2024,Yes,3.9
